Name,Price,Rating,Number of Reviews,Product Link
"Refurbished (Excellent) Microsoft Surface Laptop 5 - Intel Core i5-1235U/8GB LPDDR5x/256GB SSD/Windows 11 Home/13.5"" Screen - Platinum",$659.99,0.0,0,https://www.bestbuy.ca/en-ca/product/refurbished-excellent-microsoft-surface-laptop-5-intel-core-i5-1235u-8gb-lpddr5x-256gb-ssd-windows-11-home-13-5-screen-platinum/17716354
"HP 17.3"" Laptop - Natural Silver (Intel Core i5-1335U/16GB RAM/1TB SSD/Windows 11)",$999.99,4.47,392,https://www.bestbuy.ca/en-ca/product/hp-17-3-laptop-natural-silver-intel-core-i5-1335u-16gb-ram-1tb-ssd-windows-11/17063573
"Apple MacBook Air 13.3"" w/ Touch ID (Fall 2020) - Space Grey (Apple M1 Chip / 256GB SSD / 8GB RAM) - En",$999.95,4.86,12074,https://www.bestbuy.ca/en-ca/product/apple-macbook-air-13-3-w-touch-id-fall-2020-space-grey-apple-m1-chip-256gb-ssd-8gb-ram-en/15136919
"Open Box - ASUS CX1 14"" Chromebook - Transparent Silver (Intel Celeron N4500/64GB eMMc/8GB RAM/ChromeOS)",$379.99,5.0,4,https://www.bestbuy.ca/en-ca/product/open-box-asus-cx1-14-chromebook-transparent-silver-intel-celeron-n4500-64gb-emmc-8gb-ram-chromeos/17168073
"MSI Cyborg 15 A12U 15.6"" Gaming Laptop - Black (Intel Core i5-12450H/512GB SSD/8GB RAM/GeForce RTX 2050)","$1,049.99",3.83,6,https://www.bestbuy.ca/en-ca/product/msi-cyborg-15-a12u-15-6-gaming-laptop-black-intel-core-i5-12450h-512gb-ssd-8gb-ram-geforce-rtx-2050/17539021
"Acer Aspire 5 15.6"" Laptop - Iron (Intel Core i5-12450H/512GB SSD/8GB RAM/Windows 11)",$799.99,4.33,6,https://www.bestbuy.ca/en-ca/product/acer-aspire-5-15-6-laptop-iron-intel-core-i5-12450h-512gb-ssd-8gb-ram-windows-11/17160455
"ASUS TUF Gaming A15 (2024) 15.6"" 144Hz Gaming Laptop (AMD Ryzen 7 8845HS/1TB SSD/32GB RAM/RTX 4060)","$1,599.99",5.0,2,https://www.bestbuy.ca/en-ca/product/asus-tuf-gaming-a15-2024-15-6-144hz-gaming-laptop-amd-ryzen-7-8845hs-1tb-ssd-32gb-ram-rtx-4060/17698112
"MSI Vector 16 Series 16"" Gaming Laptop- Cosmos Grey (Intel Core i9-13980HX /1TB/32GB RAM/GeForce RTX 4080)","$2,299.99",3.0,2,https://www.bestbuy.ca/en-ca/product/msi-vector-16-series-16-gaming-laptop-cosmos-grey-intel-core-i9-13980hx-1tb-32gb-ram-geforce-rtx-4080/17685416
"ASUS Zenbook S 14 14"" Touchscreen Laptop (Intel Core Ultra 7 - Series 2/32GB RAM/1TB SSD)","$2,199.99",0.0,0,https://www.bestbuy.ca/en-ca/product/asus-zenbook-s-14-14-touchscreen-laptop-intel-core-ultra-7-series-2-32gb-ram-1tb-ssd/18389564
"Apple MacBook Air 13.3"" w/ Touch ID (Fall 2020) - Gold (Apple M1 Chip / 256GB SSD / 8GB RAM) - En",$999.95,4.86,12515,https://www.bestbuy.ca/en-ca/product/apple-macbook-air-13-3-w-touch-id-fall-2020-gold-apple-m1-chip-256gb-ssd-8gb-ram-en/15136911
"ASUS Vivobook Go 15.6"" OLED Laptop - Mixed Black (AMD Ryzen 5 7520U/512GB SSD/8GB RAM/Windows 11)",$599.99,3.27,15,https://www.bestbuy.ca/en-ca/product/asus-vivobook-go-15-6-oled-laptop-mixed-black-amd-ryzen-5-7520u-512gb-ssd-8gb-ram-windows-11/16943137
"Dell Inspiron 14"" Laptop - Ice Blue (Intel Core 5120U/1TB SSD/16GB RAM/Windows 11 Home)",$799.95,4.27,75,https://www.bestbuy.ca/en-ca/product/dell-inspiron-14-laptop-ice-blue-intel-core-5120u-1tb-ssd-16gb-ram-windows-11-home/17862175
"Microsoft Surface Laptop Go 3 12.45"" Touchscreen Laptop - Ice Blue (Intel i5-1235U/256GB SSD/8GB RAM)",$899.99,4.2,5,https://www.bestbuy.ca/en-ca/product/microsoft-surface-laptop-go-3-12-45-touchscreen-laptop-ice-blue-intel-i5-1235u-256gb-ssd-8gb-ram/17212077
"HP Pavilion Plus 14"" Laptop (Intel Core Ultra 7 with Intel Evo/32GB RAM/1TB SSD)","$1,399.99",5.0,3,https://www.bestbuy.ca/en-ca/product/hp-pavilion-plus-14-laptop-intel-core-ultra-7-with-intel-evo-32gb-ram-1tb-ssd/17725751
"Refurbished (Fair) - Apple MacBook Pro 14"" (2021) - Silver (Apple M1 Pro Chip / 512GB SSD / 16GB RAM) - English","$1,378.97",5.0,3,https://www.bestbuy.ca/en-ca/product/refurbished-fair-apple-macbook-pro-14-2021-silver-apple-m1-pro-chip-512gb-ssd-16gb-ram-english/17746341
"ASUS Vivobook 16"" Laptop - Indie Black (Intel Core i7-1355U/16GB RAM/1TB SSD/Windows 11) - English","$1,099.99",4.67,3,https://www.bestbuy.ca/en-ca/product/asus-vivobook-16-laptop-indie-black-intel-core-i7-1355u-16gb-ram-1tb-ssd-windows-11-english/17937123
"ASUS ROG Zephyrus G16 OLED Nebula 16"" Gaming Laptop -Eclipse Grey (Intel Core Ultra 9 185H/1TB SSD/32GB RAM/GeForce RTX 4060)","$2,599.99",4.14,14,https://www.bestbuy.ca/en-ca/product/asus-rog-zephyrus-g16-oled-nebula-16-gaming-laptop-eclipse-grey-intel-core-ultra-9-185h-1tb-ssd-32gb-ram-geforce-rtx-4060/17717065
ASUS Vivobook Go 15 15.6” Laptop - Mixed Black (AMD Ryzen 3 7320U Processor / 512GB SSD / 8GB RAM / AMD Radeon Graphics),$499.99,5.0,1,https://www.bestbuy.ca/en-ca/product/asus-vivobook-go-15-15-6-laptop-mixed-black-amd-ryzen-3-7320u-processor-512gb-ssd-8gb-ram-amd-radeon-graphics/17687647
"Lenovo Yoga 7 14"" 2-in-1 Touchscreen Laptop - Arctic Grey (AMD Ryzen 5 8640HS/512GB SSD/16GB RAM)",$899.99,4.0,2,https://www.bestbuy.ca/en-ca/product/lenovo-yoga-7-14-2-in-1-touchscreen-laptop-arctic-grey-amd-ryzen-5-8640hs-512gb-ssd-16gb-ram/17732138
"ASUS TUF Gaming F15 15.6"" 144Hz Gaming Laptop (Intel Core i5-12500H/16GB RAM/512GB SSD/RTX 3050)","$1,199.99",5.0,3,https://www.bestbuy.ca/en-ca/product/asus-tuf-gaming-f15-15-6-144hz-gaming-laptop-intel-core-i5-12500h-16gb-ram-512gb-ssd-rtx-3050/17697539
"HP Pavilion x360 14"" Touchscreen 2-in-1 Laptop - Silver (Intel Core i5-1335U/8GB RAM/512GB SSD/Win 11)",$999.99,4.55,71,https://www.bestbuy.ca/en-ca/product/hp-pavilion-x360-14-touchscreen-2-in-1-laptop-silver-intel-core-i5-1335u-8gb-ram-512gb-ssd-win-11/17391201
"ASUS Zenbook Duo 14"" OLED Touchscreen Laptop (Intel EVO Ultra 9 - 185H /32GB RAM/1TB SSD)","$2,299.99",4.12,17,https://www.bestbuy.ca/en-ca/product/asus-zenbook-duo-14-oled-touchscreen-laptop-intel-evo-ultra-9-185h-32gb-ram-1tb-ssd/17929910
"Lenovo IdeaPad Flex 5i 14"" Touchscreen 2-in-1 Laptop - Storm Grey (Intel Core i5-1235U/512GB SSD/8GB RAM)",$899.99,5.0,1,https://www.bestbuy.ca/en-ca/product/lenovo-ideapad-flex-5i-14-touchscreen-2-in-1-laptop-storm-grey-intel-core-i5-1235u-512gb-ssd-8gb-ram/17732139
"MSI Cyborg 14 A13V 14"" Gaming Laptop - Black (Intel Core i7-13620H/1TB SSD/16GB RAM/GeForce RTX 4050)","$1,199.99",0.0,0,https://www.bestbuy.ca/en-ca/product/msi-cyborg-14-a13v-14-gaming-laptop-black-intel-core-i7-13620h-1tb-ssd-16gb-ram-geforce-rtx-4050/17698071
"ASUS CX34 14"" Touchscreen Chromebook Plus w/ 1 year of Gemini Advanced (Intel Core i3-1215U/128GB UFS/8GB RAM)",$449.99,4.38,32,https://www.bestbuy.ca/en-ca/product/asus-cx34-14-touchscreen-chromebook-plus-w-1-year-of-gemini-advanced-intel-core-i3-1215u-128gb-ufs-8gb-ram/17631511
"Refurbished (Good) - Lenovo ThinkPad T490 - 14"" Laptop - Intel Core i5-8365U, 1.6GHz, 16GB, 256GB SSD, Windows 11 Pro",$245.00,5.0,3,https://www.bestbuy.ca/en-ca/product/refurbished-good-lenovo-thinkpad-t490-14-laptop-intel-core-i5-8365u-1-6ghz-16gb-256gb-ssd-windows-11-pro/17539817
"ASUS Vivobook S 15 OLED 15.6"" Copilot+ PC Laptop - Cool Silver (Snapdragon X Elite/32GB RAM/1TB SSD)","$1,699.99",3.38,8,https://www.bestbuy.ca/en-ca/product/asus-vivobook-s-15-oled-15-6-copilot-pc-laptop-cool-silver-snapdragon-x-elite-32gb-ram-1tb-ssd/17937118
"Lenovo Legion 7i 16"" Gaming Laptop- Eclipse Black(Intel Core i9 Processor 14900HX/1TB SSD/32GB RAM/RTX 4070)","$2,799.99",5.0,1,https://www.bestbuy.ca/en-ca/product/lenovo-legion-7i-16-gaming-laptop-eclipse-black-intel-core-i9-processor-14900hx-1tb-ssd-32gb-ram-rtx-4070/17732153
"Lenovo ThinkPad E14 Gen 5 Intel Laptop, 14"" IPS 60Hz, i5-1335U, UHD Graphics, 8GB, 512GB",$799.99,0.0,0,https://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-e14-gen-5-intel-laptop-14-ips-60hz-i5-1335u-uhd-graphics-8gb-512gb/17194817
"Alienware 16"" Gaming Laptop - Dark Metallic Moon (Intel Core Ultra 9 185H/32GB RAM/1TB SSD/GeForce RTX 4070)","$2,799.99",4.72,731,https://www.bestbuy.ca/en-ca/product/alienware-16-gaming-laptop-dark-metallic-moon-intel-core-ultra-9-185h-32gb-ram-1tb-ssd-geforce-rtx-4070/17914590
"Lenovo Legion 5i 16"" Gaming Laptop - Luna Grey (Intel Core i7 Processor 14650HX/1TB SSD/32GB RAM/RTX 4060)","$1,799.99",5.0,1,https://www.bestbuy.ca/en-ca/product/lenovo-legion-5i-16-gaming-laptop-luna-grey-intel-core-i7-processor-14650hx-1tb-ssd-32gb-ram-rtx-4060/17732145
"Refurbished (Good) - Apple MacBook Air 13.3"" w/ Touch ID (Fall 2020) - Space Grey (Apple M1 Chip / 256GB SSD / 8GB RAM) - En",$779.00,3.0,2,https://www.bestbuy.ca/en-ca/product/refurbished-good-apple-macbook-air-13-3-w-touch-id-fall-2020-space-grey-apple-m1-chip-256gb-ssd-8gb-ram-en/15957067
"HP - 14-inch Micro-edge HD Display Laptop - Intel Celeron N4120 - 4GB Memory - 64GB eMMC - Windows 11 Home S mode, Thin & Portable - One Year of Microsoft 365 - Pink",$249.99,0.0,0,https://www.bestbuy.ca/en-ca/product/hp-14-inch-micro-edge-hd-display-laptop-intel-celeron-n4120-4gb-memory-64gb-emmc-windows-11-home-s-mode-thin-portable-one-year-of-microsoft-365-pink/17811741
"Acer Nitro V 15 15.6"" Gaming Laptop - Black (Intel Core i5-13420H/512GB SSD/8GB RAM/RTX2050/Windows 11)",$799.99,3.0,2,https://www.bestbuy.ca/en-ca/product/acer-nitro-v-15-15-6-gaming-laptop-black-intel-core-i5-13420h-512gb-ssd-8gb-ram-rtx2050-windows-11/17698610
"ASUS Vivobook 14 Flip 14"" Touchscreen 2-in-1 Laptop - Quiet Blue (Intel Core i7-13700H/16GB RAM/1TB SSD)","$1,299.99",4.67,6,https://www.bestbuy.ca/en-ca/product/asus-vivobook-14-flip-14-touchscreen-2-in-1-laptop-quiet-blue-intel-core-i7-13700h-16gb-ram-1tb-ssd/17631508
"ASUS ROG Strix G16 16"" Gaming Laptop - Eclipse Grey (Intel Core i7-13650HX/512GB SSD/32GB RAM/GeForce RTX 4050)","$1,999.99",3.71,14,https://www.bestbuy.ca/en-ca/product/asus-rog-strix-g16-16-gaming-laptop-eclipse-grey-intel-core-i7-13650hx-512gb-ssd-32gb-ram-geforce-rtx-4050/16691436
"ASUS Vivobook 15.6"" Laptop - Slate Grey (Intel Pentium Silver N6000/256GB SSD/8GB RAM/Windows 11 Home)",$449.99,0.0,0,https://www.bestbuy.ca/en-ca/product/asus-vivobook-15-6-laptop-slate-grey-intel-pentium-silver-n6000-256gb-ssd-8gb-ram-windows-11-home/17631506
"Apple MacBook Air 13.6"" w/ Touch ID (2022) - Starlight (Apple M2 Chip / 256GB SSD / 8GB RAM) - English","$1,299.99",4.91,2407,https://www.bestbuy.ca/en-ca/product/apple-macbook-air-13-6-w-touch-id-2022-starlight-apple-m2-chip-256gb-ssd-8gb-ram-english/16282192
"HP Pavilion Plus 14"" Laptop (Intel Core Ultra 5 with Intel Evo/16GB RAM/1TB SSD)","$1,299.99",5.0,5,https://www.bestbuy.ca/en-ca/product/hp-pavilion-plus-14-laptop-intel-core-ultra-5-with-intel-evo-16gb-ram-1tb-ssd/17725750
"HP 15.6"" Laptop - Natural Silver (Intel Core Ultra 5 125H/1TB SSD/16GB RAM/Windows 11 Home)",$849.99,4.33,3,https://www.bestbuy.ca/en-ca/product/hp-15-6-laptop-natural-silver-intel-core-ultra-5-125h-1tb-ssd-16gb-ram-windows-11-home/17907962
"Lenovo Legion 5i 16"" Gaming Laptop - Luna Grey (Intel Core i7 Processor 14650HX/512GB SSD/32GB RAM/RTX 4070)","$1,899.99",3.0,1,https://www.bestbuy.ca/en-ca/product/lenovo-legion-5i-16-gaming-laptop-luna-grey-intel-core-i7-processor-14650hx-512gb-ssd-32gb-ram-rtx-4070/17732147
"Microsoft Surface Laptop 13.8"" Touchscreen Copilot+ PC Laptop (Snapdragon X Plus/16GB RAM/512GB SSD) (2024) - Black - EN","$1,699.99",4.79,29,https://www.bestbuy.ca/en-ca/product/microsoft-surface-laptop-13-8-touchscreen-copilot-pc-laptop-snapdragon-x-plus-16gb-ram-512gb-ssd-2024-black-en/17924130
"Open Box - ASUS ZenBook 14 OLED 14"" Touchscreen Laptop - Blue (Intel EVO Ultra 7 155H/16GB RAM/1TB)","$1,099.99",0.0,0,https://www.bestbuy.ca/en-ca/product/open-box-asus-zenbook-14-oled-14-touchscreen-laptop-blue-intel-evo-ultra-7-155h-16gb-ram-1tb/17906654
"Open Box - ASUS ROG Strix G17 17.3"" Gaming Laptop - (AMD Ryzen 7 6800H/512GB SSD/16GB RAM/RTX 3050)- En","$1,099.97",0.0,0,https://www.bestbuy.ca/en-ca/product/open-box-asus-rog-strix-g17-17-3-gaming-laptop-amd-ryzen-7-6800h-512gb-ssd-16gb-ram-rtx-3050-en/17937363
"Lenovo IdeaPad Flex 5i 14"" Touch 2-in-1 Chromebook Plus w/ 1 year of Gemini Advanced (Intel Core i3/256GB SSD/8GB RAM)",$599.99,4.8,5,https://www.bestbuy.ca/en-ca/product/lenovo-ideapad-flex-5i-14-touch-2-in-1-chromebook-plus-w-1-year-of-gemini-advanced-intel-core-i3-256gb-ssd-8gb-ram/17732152
"Apple MacBook Air 15"" w/ Touch ID (2023) - Space Grey (Apple M2 Chip / 256GB SSD / 8GB RAM) - English","$1,399.97",4.9,742,https://www.bestbuy.ca/en-ca/product/apple-macbook-air-15-w-touch-id-2023-space-grey-apple-m2-chip-256gb-ssd-8gb-ram-english/17146825
"Acer 15.6"" Chromebook - Silver (Intel Celeron N4500/128GB/8GB RAM/ChromeOS)",$369.99,4.6,10,https://www.bestbuy.ca/en-ca/product/acer-15-6-chromebook-silver-intel-celeron-n4500-128gb-8gb-ram-chromeos/17739396
"ASUS Zenbook S 16 16"" OLED Touchscreen Laptop - Zumaia Gray (AMD Ryzen AI 9 HX 370/1TB SSD/32GB RAM/AMD Radeon 890M/Window 11)","$2,199.99",2.88,26,https://www.bestbuy.ca/en-ca/product/asus-zenbook-s-16-16-oled-touchscreen-laptop-zumaia-gray-amd-ryzen-ai-9-hx-370-1tb-ssd-32gb-ram-amd-radeon-890m-window-11/18171802
"Apple MacBook Air 13"" w/ Touch ID (2024) - Midnight (Apple M3 Chip / 512GB SSD / 16GB RAM) - English","$1,949.99",4.91,290,https://www.bestbuy.ca/en-ca/product/apple-macbook-air-13-w-touch-id-2024-midnight-apple-m3-chip-512gb-ssd-16gb-ram-english/17755716
"Refurbished (Excellent) - APPLE Macbook Air 13"" Intel Core i5-5250U, 8GB, 128GB SSD -2015 Model- (A1466 / MJVE2LL/A) (Grade A-Excellent)",$295.00,3.25,4,https://www.bestbuy.ca/en-ca/product/refurbished-excellent-apple-macbook-air-13-intel-core-i5-5250u-8gb-128gb-ssd-2015-model-a1466-mjve2ll-a-grade-a-excellent/14365647
"Alienware 16"" Gaming Laptop - Dark Metallic Moon (Intel Core Ultra 7 155H/16GB RAM/1TB SSD/GeForce RTX 4060)","$2,199.99",4.72,729,https://www.bestbuy.ca/en-ca/product/alienware-16-gaming-laptop-dark-metallic-moon-intel-core-ultra-7-155h-16gb-ram-1tb-ssd-geforce-rtx-4060/17914588
Refurbished (Excellent) - MacBook Pro Retina 13 A1502 i5 16GB 1TB SSD (2015 Model) -Grade A 9/10! macOS Mojave New Apple Power Adapter,$595.00,0.0,0,https://www.bestbuy.ca/en-ca/product/refurbished-excellent-macbook-pro-retina-13-a1502-i5-16gb-1tb-ssd-2015-model-grade-a-9-10-macos-mojave-new-apple-power-adapter/15843889
"HP Spectre x360 14"" Touchscreen 2-in-1 Laptop (Intel Core Ultra 7 with Intel Evo/32GB RAM/2TB SSD)","$1,999.99",3.97,70,https://www.bestbuy.ca/en-ca/product/hp-spectre-x360-14-touchscreen-2-in-1-laptop-intel-core-ultra-7-with-intel-evo-32gb-ram-2tb-ssd/17725756
HP Victus 15.6” Gaming Laptop - Mica Silver (AMD Ryzen 5 7535HS/1TB SSD/16GB RAM/GeForce RTX 2050/Win 11),"$1,099.99",4.11,18,https://www.bestbuy.ca/en-ca/product/hp-victus-15-6-gaming-laptop-mica-silver-amd-ryzen-5-7535hs-1tb-ssd-16gb-ram-geforce-rtx-2050-win-11/17177110
"HP 14"" Laptop - Natural Silver (AMD Ryzen 3 7320U/512GB SSD/8GB RAM/Windows 11)",$549.99,4.38,42,https://www.bestbuy.ca/en-ca/product/hp-14-laptop-natural-silver-amd-ryzen-3-7320u-512gb-ssd-8gb-ram-windows-11/16927627
"Microsoft Surface Laptop Go 3 12.45"" Touchscreen Laptop - Platinum (Intel i5-1235U/256GB SSD/8GB RAM)",$899.99,3.0,1,https://www.bestbuy.ca/en-ca/product/microsoft-surface-laptop-go-3-12-45-touchscreen-laptop-platinum-intel-i5-1235u-256gb-ssd-8gb-ram/17212071
"Acer Nitro V 15 15.6"" Gaming Laptop - Black (Intel Core i7-13620H/512GB SSD/16GB RAM/RTX4050/Windows 11)","$1,199.99",0.0,0,https://www.bestbuy.ca/en-ca/product/acer-nitro-v-15-15-6-gaming-laptop-black-intel-core-i7-13620h-512gb-ssd-16gb-ram-rtx4050-windows-11/17698608
"ASUS TUF A15 (2024) 15.6"" 144Hz Gaming Laptop (AMD Ryzen 7 7735HS/512GB SSD/32GB RAM/RTX 4050)","$1,649.99",0.0,0,https://www.bestbuy.ca/en-ca/product/asus-tuf-a15-2024-15-6-144hz-gaming-laptop-amd-ryzen-7-7735hs-512gb-ssd-32gb-ram-rtx-4050/17698114
"Acer Predator Helios NEO 16"" Gaming Laptop - Black (Intel Core i7-13700HX/1TB SSD/16GB RAM/RTX4060/Win11)","$1,999.99",4.64,480,https://www.bestbuy.ca/en-ca/product/acer-predator-helios-neo-16-gaming-laptop-black-intel-core-i7-13700hx-1tb-ssd-16gb-ram-rtx4060-win11/17042194
"ASUS Zenbook S 14"" Touchscreen Laptop (Intel Core Ultra 5 - Series 2/16GB RAM/1TB SSD)","$1,799.99",0.0,0,https://www.bestbuy.ca/en-ca/product/asus-zenbook-s-14-touchscreen-laptop-intel-core-ultra-5-series-2-16gb-ram-1tb-ssd/18389565
"Lenovo Yoga Slim 7x 14.5"" OLED Touchscreen Copilot+ PC Laptop (Snapdragon X Elite/16GB RAM/1TB SSD)","$1,699.99",4.0,10,https://www.bestbuy.ca/en-ca/product/lenovo-yoga-slim-7x-14-5-oled-touchscreen-copilot-pc-laptop-snapdragon-x-elite-16gb-ram-1tb-ssd/17930942
"Refurbished (Excellent) - Apple MacBook Pro 13"" Touch Bar - Intel Core i5-2.9GHz - 256GB SSD - 8GB RAM - Late 2016 (A1706) MLH12LL/A (Grade A)",$679.00,4.0,3,https://www.bestbuy.ca/en-ca/product/refurbished-excellent-apple-macbook-pro-13-touch-bar-intel-core-i5-2-9ghz-256gb-ssd-8gb-ram-late-2016-a1706-mlh12ll-a-grade-a/13810939
"ASUS ProArt P16 16"" 4K OLED Touchscreen Laptop - Nano Black (AMD Ryzen AI 9 HX 370/2TB SSD/64GB RAM/NVIDIA GeForce RTX 4070/Window 11)","$3,499.99",3.9,10,https://www.bestbuy.ca/en-ca/product/asus-proart-p16-16-4k-oled-touchscreen-laptop-nano-black-amd-ryzen-ai-9-hx-370-2tb-ssd-64gb-ram-nvidia-geforce-rtx-4070-window-11/18171801
"MSI Thin 15 15.6"" Gaming Laptop - Cosmos Grey (Intel Core i7-13620H/512GB/16GB RAM/GeForce RTX 4060)","$1,299.99",4.0,4,https://www.bestbuy.ca/en-ca/product/msi-thin-15-15-6-gaming-laptop-cosmos-grey-intel-core-i7-13620h-512gb-16gb-ram-geforce-rtx-4060/17685418
"Refurbished (Excellent) - Apple MacBook Air 13"" - Intel Core i5 1.6GHz / 4GB / 128GB - (2015 Model), Grade A, Excellent Condition",$314.99,3.67,6,https://www.bestbuy.ca/en-ca/product/refurbished-excellent-apple-macbook-air-13-intel-core-i5-1-6ghz-4gb-128gb-2015-model-grade-a-excellent-condition/12553037
"Lenovo IdeaPad 5 16"" 2-in-1 Touchscreen Laptop - Luna Grey (Intel Core 7 Processor 150U/512GB SSD/16GB RAM)",$899.99,4.5,4,https://www.bestbuy.ca/en-ca/product/lenovo-ideapad-5-16-2-in-1-touchscreen-laptop-luna-grey-intel-core-7-processor-150u-512gb-ssd-16gb-ram/17732151
"Open Box - Apple MacBook Air (2022) 13.6"" w/ Touch ID - Midnight (Apple M2 Chip / 512GB SSD / 8GB RAM) - Eng","$1,199.97",0.0,0,https://www.bestbuy.ca/en-ca/product/open-box-apple-macbook-air-2022-13-6-w-touch-id-midnight-apple-m2-chip-512gb-ssd-8gb-ram-eng/16531710
"ASUS ROG Strix G18 (2024) 18"" WQXGA 240Hz Gaming Laptop (Intel Core i9-14900HX/1TB SSD/32GB RAM/RTX 4060)","$2,399.99",1.0,1,https://www.bestbuy.ca/en-ca/product/asus-rog-strix-g18-2024-18-wqxga-240hz-gaming-laptop-intel-core-i9-14900hx-1tb-ssd-32gb-ram-rtx-4060/17700713
"Apple MacBook Pro 14.2"" (Fall 2023) - Space Black (Apple M3 Pro / 18GB RAM / 512GB SSD) - English","$2,699.99",4.9,1967,https://www.bestbuy.ca/en-ca/product/apple-macbook-pro-14-2-fall-2023-space-black-apple-m3-pro-18gb-ram-512gb-ssd-english/17476637
"Open Box - ASUS TUF A15 15.6"" Gaming Laptop (AMD Ryzen 7 6800HS/512GB SSD/8GB RAM/GeForce RTX 2050)- En",$699.95,1.0,1,https://www.bestbuy.ca/en-ca/product/open-box-asus-tuf-a15-15-6-gaming-laptop-amd-ryzen-7-6800hs-512gb-ssd-8gb-ram-geforce-rtx-2050-en/17930226
"Samsung Galaxy Book4 Edge 16"" Touchscreen Copilot+ PC Laptop (Snapdragon X Elite/16GB RAM/512GB SSD/Windows 11)","$1,999.99",4.51,207,https://www.bestbuy.ca/en-ca/product/samsung-galaxy-book4-edge-16-touchscreen-copilot-pc-laptop-snapdragon-x-elite-16gb-ram-512gb-ssd-windows-11/17937875
"Apple MacBook Pro 16.2"" (Fall 2023) - Space Black (Apple M3 Pro / 512GB SSD / 18GB RAM) - English","$3,299.99",4.89,570,https://www.bestbuy.ca/en-ca/product/apple-macbook-pro-16-2-fall-2023-space-black-apple-m3-pro-512gb-ssd-18gb-ram-english/17476623
"ASUS Vivobook 16"" WUXGA Laptop, Intel i7-1355U, 1TB SSD, 16GB RAM, Intel Iris Xe Graphics, Number Pad, Windows 11 Pro",$969.00,0.0,0,https://www.bestbuy.ca/en-ca/product/asus-vivobook-16-wuxga-laptop-intel-i7-1355u-1tb-ssd-16gb-ram-intel-iris-xe-graphics-number-pad-windows-11-pro/18484795
"Open Box - Apple Macbook Air 13.3"" - Space Gray (Intel i5 1.6 GHz /8GB /128GB SSD) - Open Box",$819.99,0.0,0,https://www.bestbuy.ca/en-ca/product/open-box-apple-macbook-air-13-3-space-gray-intel-i5-1-6-ghz-8gb-128gb-ssd-open-box/17811783
"ASUS ROG Strix SCAR (2024) 18"" WQXGA 240Hz Mini-LED Gaming Laptop (Intel Core i9-14900HX/1TB SSD/32GB RAM/RTX 4080)","$3,999.99",4.38,8,https://www.bestbuy.ca/en-ca/product/asus-rog-strix-scar-2024-18-wqxga-240hz-mini-led-gaming-laptop-intel-core-i9-14900hx-1tb-ssd-32gb-ram-rtx-4080/17700715
"Refurbished (Excellent) Microsoft Surface Laptop 4 - Intel Core i5-1135G7/8GB LPDDR4x/512GB SSD/Windows 11 Home/ 13.5"" Screen - Ice Blue",$649.00,0.0,0,https://www.bestbuy.ca/en-ca/product/refurbished-excellent-microsoft-surface-laptop-4-intel-core-i5-1135g7-8gb-lpddr4x-512gb-ssd-windows-11-home-13-5-screen-ice-blue/17134900
"ASUS Vivobook S 16 OLED 16"" Laptop - Neutral Black (Intel EVO Ultra 9 - 185H/16GB RAM/1TB SSD)","$1,599.99",4.6,5,https://www.bestbuy.ca/en-ca/product/asus-vivobook-s-16-oled-16-laptop-neutral-black-intel-evo-ultra-9-185h-16gb-ram-1tb-ssd/17944485
"Open Box - Apple MacBook Pro 14.2"" (Fall 2023) - Space Black (Apple M3 Pro/512GB SSD/18GB RAM) - English","$2,499.99",0.0,0,https://www.bestbuy.ca/en-ca/product/open-box-apple-macbook-pro-14-2-fall-2023-space-black-apple-m3-pro-512gb-ssd-18gb-ram-english/17554156
"MSI Cyborg 15 15.6"" Gaming Laptop - Black (Intel Core i7-13620H/512GB/16GB RAM/GeForce RTX 4060)","$1,599.99",4.0,3,https://www.bestbuy.ca/en-ca/product/msi-cyborg-15-15-6-gaming-laptop-black-intel-core-i7-13620h-512gb-16gb-ram-geforce-rtx-4060/17685419
"Apple MacBook Air 15"" w/ Touch ID (2024) - Midnight (Apple M3 Chip / 256GB SSD / 8GB RAM) - English","$1,749.99",4.93,228,https://www.bestbuy.ca/en-ca/product/apple-macbook-air-15-w-touch-id-2024-midnight-apple-m3-chip-256gb-ssd-8gb-ram-english/17755705
"ASUS ZenBook 14 OLED Laptop 14” 2.8K OLED Display, AMD Ryzen 7 7730U CPU, Radeon Graphics, 16GB RAM, 1TB PCIe SSD, Windows 11 Home, Jade Black, UM3402YAR-DS71T-CA","$1,299.00",4.75,4,https://www.bestbuy.ca/en-ca/product/asus-zenbook-14-oled-laptop-14-2-8k-oled-display-amd-ryzen-7-7730u-cpu-radeon-graphics-16gb-ram-1tb-pcie-ssd-windows-11-home-jade-black-um3402yar-ds71t-ca/17110576
"Apple MacBook Air 15"" w/ Touch ID (2024) - Starlight (Apple M3 Chip / 256GB SSD / 8GB RAM) English - Refurbished (Good)","$1,249.99",0.0,0,https://www.bestbuy.ca/en-ca/product/apple-macbook-air-15-w-touch-id-2024-starlight-apple-m3-chip-256gb-ssd-8gb-ram-english-refurbished-good/17935591
